epoch,pod,latency,requests,action,new_latency,new_requests,reward,q_value,random
50,3,372,10,3,208,4,10,1.96,False
51,3,208,4,3,310,12,10,1.96,False
52,3,310,12,3,288,10,10,1.96,False
53,3,288,10,3,383,14,10,1.96,False
54,3,383,14,3,209,4,10,1.96,False
55,3,209,4,3,455,10,10,1.96,False
56,3,455,10,1,724,24,-20,-0.8000000000000002,True
57,1,724,24,2,456,10,20,6.44,False
58,2,456,10,2,440,16,10,0.04,False
59,2,440,16,2,400,12,10,1.0,False
60,2,400,12,2,483,18,10,1.96,False
61,2,483,18,2,355,14,10,1.96,False
62,2,355,14,2,528,16,-20,-1.1,False
63,2,528,16,3,472,14,20,2.06,False
64,3,472,14,3,290,10,10,1.96,False
65,3,290,10,3,332,10,10,1.96,False
66,3,332,10,3,278,6,10,1.96,False
67,3,278,6,3,629,10,-20,-1.1,True
68,3,629,10,2,417,12,20,1.94,False
69,2,417,12,2,532,14,-20,-2.78,False
70,2,532,14,3,345,12,20,3.8,False
71,3,345,12,1,761,26,-20,-1.64,False
72,1,761,26,2,446,20,20,7.4,False
73,2,446,20,1,720,36,-20,-1.58,False
74,1,720,36,2,311,20,20,8.3,False
75,2,311,20,2,594,16,-20,-1.82,False
76,2,594,16,3,413,12,20,4.640000000000001,False
77,3,413,12,3,281,6,10,0.04,False
78,3,281,6,3,469,14,10,1.0,True
79,3,469,14,3,352,10,10,1.96,False
80,3,352,10,3,276,6,10,1.96,False
81,3,276,6,1,722,24,-20,-0.62,True
82,1,722,24,2,374,10,20,9.14,False
83,2,374,10,1,720,24,-20,-2.3600000000000003,False
84,1,720,24,2,276,6,20,10.04,False
85,2,276,6,3,335,8,0,-0.8400000000000001,False
86,3,335,8,3,312,8,10,1.96,False
87,3,312,8,3,311,8,10,1.96,False
88,3,311,8,3,442,14,10,1.96,False
89,3,442,14,3,372,10,10,1.96,False
90,3,372,10,3,415,6,10,1.96,False
91,3,415,6,3,270,6,10,1.96,False
92,3,270,6,3,388,16,10,1.96,False
93,3,388,16,3,437,18,10,1.96,False
94,3,437,18,3,372,10,10,1.96,False
95,3,372,10,3,515,16,-20,-1.04,False
96,3,515,16,2,362,8,20,2.9,False
97,2,362,8,3,208,4,-20,-2.0,False
98,3,208,4,1,743,32,-20,-1.4,False
99,1,743,32,2,465,20,20,10.94,False
0,2,276,6,3,311,4,0,-1.86,False
1,3,311,4,3,208,2,10,0.040000000000000036,False
2,3,208,2,3,208,2,10,1.0,False
3,3,208,2,3,311,4,10,1.96,True
4,3,311,4,3,310,4,10,1.96,False
5,3,310,4,3,208,2,10,1.96,True
6,3,208,2,3,213,4,10,1.96,False
7,3,213,4,2,372,10,20,2.84,True
8,2,372,10,3,209,4,-20,-2.7800000000000002,False
9,3,209,4,2,277,6,20,3.68,False
10,2,277,6,1,414,12,20,0.19999999999999996,False
11,1,414,12,1,412,18,10,1.0,False
12,1,412,18,1,408,12,10,1.96,False
13,1,408,12,1,414,18,10,1.96,False
14,1,414,18,1,414,18,10,1.96,False
15,1,414,18,1,414,12,10,1.96,False
16,1,414,12,2,373,10,-20,-1.1,True
17,2,373,10,1,413,18,20,2.06,False
18,1,413,18,3,208,2,-20,-0.92,True
19,3,208,2,2,311,12,20,4.82,False
20,2,311,12,2,208,2,10,2.92,True
21,2,208,2,2,217,4,10,2.92,False
22,2,217,4,2,362,8,10,2.92,False
23,2,362,8,2,209,4,10,2.92,False
24,2,209,4,2,210,2,10,2.92,False
25,2,210,2,2,260,8,10,2.92,False
26,2,260,8,2,311,4,10,2.92,False
27,2,311,4,2,312,4,10,2.92,False
28,2,312,4,2,208,4,10,2.92,False
29,2,208,4,2,413,12,10,2.92,False
30,2,413,12,2,312,4,10,2.92,False
31,2,312,4,2,277,6,10,2.92,False
32,2,277,6,2,276,6,10,2.92,False
33,2,276,6,2,308,12,10,2.92,False
34,2,308,12,2,254,8,10,2.92,False
35,2,254,8,2,209,12,10,2.92,False
36,2,209,12,2,208,6,10,2.92,False
37,2,208,6,2,310,12,10,2.92,False
38,2,310,12,2,260,8,10,2.92,False
39,2,260,8,2,372,10,10,2.92,False
40,2,372,10,2,362,8,10,2.92,True
41,2,362,8,2,261,8,10,2.92,False
42,2,261,8,2,388,16,10,2.92,True
43,2,388,16,2,268,10,10,2.92,False
44,2,268,10,2,413,12,10,2.92,False
45,2,413,12,2,276,6,10,2.92,False
46,2,276,6,3,276,6,-10,1.04,True
47,3,276,6,2,311,4,20,5.720000000000001,False
48,2,311,4,2,209,2,10,2.92,False
49,2,209,2,2,276,6,10,2.92,False
50,2,276,6,2,311,4,10,2.92,False
51,2,311,4,2,374,10,10,2.92,False
52,2,374,10,2,349,12,10,2.92,False
53,2,349,12,2,290,10,10,2.92,False
54,2,290,10,2,363,8,10,2.92,True
55,2,363,8,2,313,8,10,2.92,False
56,2,313,8,2,311,8,10,2.92,False
57,2,311,8,2,290,10,10,2.92,False
58,2,290,10,2,373,10,10,2.92,False
59,2,373,10,2,290,10,10,2.92,False
60,2,290,10,2,280,6,10,2.92,False
61,2,280,6,2,310,4,10,2.92,False
62,2,310,4,2,261,8,10,2.92,False
63,2,261,8,2,259,8,10,2.92,False
64,2,259,8,2,309,12,10,2.92,False
65,2,309,12,2,260,8,10,2.92,False
66,2,260,8,3,276,6,0,2.1,True
67,3,276,6,2,312,8,20,6.62,False
68,2,312,8,2,207,2,10,2.92,False
69,2,207,2,2,376,8,10,2.92,False
70,2,376,8,1,414,18,20,3.8600000000000003,True
71,1,414,18,1,413,12,10,1.96,False
72,1,413,12,1,412,18,10,1.96,False
73,1,412,18,1,418,12,10,1.96,False
74,1,418,12,2,344,12,-20,-0.92,True
75,2,344,12,1,416,18,20,4.76,False
76,1,416,18,1,415,12,10,1.96,False
77,1,415,12,1,417,18,10,1.96,False
78,1,417,18,1,414,12,10,1.96,False
79,1,414,12,1,413,18,10,1.96,False
80,1,413,18,1,438,16,10,1.96,False
81,1,438,16,1,411,18,10,1.96,False
82,1,411,18,1,418,12,10,1.96,False
83,1,418,12,3,260,8,-20,-0.7399999999999999,True
84,3,260,8,2,0,0,20,7.640000000000001,False
85,2,0,0,1,413,18,20,5.66,False
86,1,413,18,1,414,12,10,1.96,False
87,1,414,12,1,415,12,10,1.96,False
88,1,415,12,1,409,18,10,1.96,False
89,1,409,18,1,414,18,10,1.96,False
90,1,414,18,1,412,12,10,1.96,False
91,1,412,12,1,418,18,10,1.96,False
92,1,418,18,1,389,16,10,1.96,False
93,1,389,16,1,414,18,10,1.96,False
94,1,414,18,1,414,12,10,1.96,False
95,1,414,12,1,414,18,10,1.96,False
96,1,414,18,1,414,12,10,1.96,False
97,1,414,12,1,414,18,10,1.96,False
98,1,414,18,1,413,12,10,1.96,True
99,1,413,12,1,413,18,10,1.96,False
